lon,lat,vs30,z1pt0,z2pt5,vs30measured,backarc
151.3135302,-33.4611726,180,100,0,0,0
151.3565567,-33.4617506,1100,100,0,0,0
150.3777936,-33.4539224,1100,100,0,0,0
150.3885426,-33.4541494,1100,100,0,0,0
150.3992918,-33.4543755,1100,100,0,0,0
150.410041,-33.4546006,1100,100,0,0,0
150.4207904,-33.4548248,1100,100,0,0,0
150.4315399,-33.4550481,1100,100,0,0,0
150.4422895,-33.4552705,1100,100,0,0,0
150.4530392,-33.4554919,1100,100,0,0,0
150.4637891,-33.4557124,1100,100,0,0,0
150.474539,-33.455932,1100,100,0,0,0
150.4852891,-33.4561506,1100,100,0,0,0
150.4960393,-33.4563684,1100,100,0,0,0
150.5067896,-33.4565851,1100,100,0,0,0
150.5175401,-33.456801,1100,100,0,0,0
150.5282906,-33.4570159,1100,100,0,0,0
150.5390413,-33.4572299,1100,100,0,0,0
150.549792,-33.4574429,1100,100,0,0,0
150.5605429,-33.4576551,1100,100,0,0,0
150.5712939,-33.4578663,1100,100,0,0,0
150.582045,-33.4580765,1100,100,0,0,0
150.5927962,-33.4582859,1100,100,0,0,0
150.6035475,-33.4584943,1100,100,0,0,0
150.614299,-33.4587017,1100,100,0,0,0
150.6250505,-33.4589083,1100,100,0,0,0
150.6358022,-33.4591139,1100,100,0,0,0
150.646554,-33.4593186,1100,100,0,0,0
150.6573058,-33.4595223,1100,100,0,0,0
150.6680578,-33.4597251,1100,100,0,0,0
150.6788099,-33.459927,1100,100,0,0,0
150.6895621,-33.4601279,1100,100,0,0,0
150.7003144,-33.460328,1100,100,0,0,0
150.7110668,-33.460527,1100,100,0,0,0
150.7218193,-33.4607252,1100,100,0,0,0
150.7325719,-33.4609224,1100,100,0,0,0
150.7433247,-33.4611187,1100,100,0,0,0
150.7540775,-33.4613141,270,100,0,0,0
150.7648304,-33.4615085,1100,100,0,0,0
150.7755835,-33.461702,1100,100,0,0,0
150.7863366,-33.4618946,1100,100,0,0,0
150.7970898,-33.4620862,1100,100,0,0,0
150.8078432,-33.4622769,1100,100,0,0,0
150.8185966,-33.4624667,1100,100,0,0,0
150.8293502,-33.4626555,1100,100,0,0,0
150.8401038,-33.4628434,1100,100,0,0,0
150.8508575,-33.4630304,1100,100,0,0,0
150.8616114,-33.4632164,1100,100,0,0,0
150.8723653,-33.4634016,1100,100,0,0,0
150.8831194,-33.4635857,1100,100,0,0,0
150.8938735,-33.463769,1100,100,0,0,0
150.9046277,-33.4639513,270,100,0,0,0
150.9153821,-33.4641327,115,100,0,0,0
150.9261365,-33.4643131,1100,100,0,0,0
150.936891,-33.4644926,1100,100,0,0,0
150.9476456,-33.4646712,1100,100,0,0,0
